,FB,AMZN,NFLX,GOOGL,MSFT
63,-1.6739430509697453,-1.1121465674013344,-0.7754779678647347,-0.48387966857458964,-0.9055658186194814
64,-1.377522699563272,-0.9193677420616762,-0.6744527552071129,-1.5080255479514113,-0.8994439042415023
65,-1.5271310844712567,-1.1371450843346458,-0.7772855760434987,-1.8366338925739796,-1.162686222494619
66,-1.4760964484979713,-1.13316591965425,-0.7555942778983239,-0.24282108557487603,-1.0965695472124415
67,-0.9790330762102316,-0.992069421457618,-0.5921061603967265,-1.452123026565643,-0.8382247604617075
68,-0.8895476871063908,-1.0349975863037733,-0.47963276260692905,-1.6178030381338313,-0.9631118137724884
69,-1.0608283146879602,-0.9345821952514258,-1.6910457632754352,-1.4406818369556027,-0.7525179591699944
70,0.13105837754063443,-1.0174892617100306,-0.3193581707564692,-1.4587849850727561,0.7695912259038592
71,-0.9937142728600791,-0.9673517867370403,-0.3970853224433468,-1.3130908490259068,-0.680279369509836
72,-0.7259572101509315,0.8928501088224136,0.17090533639512834,-0.8314022839246905,-0.4476466231466168
73,-0.8867512686968942,-0.5631622826130467,0.13997515200293378,-0.8888978823447666,-0.4023444567495681
74,-0.7651070678838621,-0.4270748505435011,0.1034212977212499,-0.6852736723230265,-0.44274909164423243
75,-0.8923441055158852,-1.7187396841013223,0.004404538595589237,0.295428741563059,-0.5786555908353769
76,-0.9231047080203303,-2.483188194678464,-0.17796304210643835,-0.9117802615648507,-0.5358021901895212
77,-1.3530540384801908,-0.8803251144916729,-0.41234956928624766,-1.6528507328886397,-0.8088395714474048
78,-1.3530540384801908,-0.8799506048746938,-0.43765608378895177,-1.6477818514158364,-0.9080145843706727
79,-0.3414496788453656,-0.609414220309885,-0.27256120346178503,-1.3534970756233924,-0.6692599236294726
80,-0.3812986411806692,-0.35353052450935857,-0.3171488718713122,-1.525259744958942,-1.8531977594099736
81,-0.4924562729580967,-0.3839126171867344,-0.3030896971475878,-1.711649757973153,-0.75986425642357
82,-0.3624228169165771,-0.30840211566345466,-0.28621868747911766,-1.3905723229673217,-0.5786555908353769
83,-0.20792069979197836,-0.36729375293331584,-0.2850136153599412,-1.6034653448250458,-0.7610886392991648
84,-0.3512371432785972,-0.35605846442396294,-0.31855478934368453,-1.599844715201615,-0.6925231982657961
85,-0.17016905126379409,-0.31453471064147653,-0.14984469265898956,-1.2421265084066644,-0.559065464825843
86,-0.07509082534096427,-0.2246992162687702,-0.02592310973701654,-1.11960440194977,-0.42928088001267767
87,-0.008675888115458214,-0.2609798354135577,-0.013269852485664478,0.07264465086360672,-0.479480577912109
88,0.25278923317232727,-0.18790364640063778,0.05521841295419452,-0.6925149315698879,-0.3411253129697733
89,0.4534322540535956,-0.18284776657142904,0.04115923823047013,-0.45326372605358944,-0.22236017403697145
90,0.5555015260001646,-0.2117318207808914,-0.02190620267309545,-0.4835321897054687,-0.24807221442448452
91,0.5310328649170816,-0.21814529797164792,0.01966878543849007,-0.4368984801556845,-0.20766757952982015
92,0.3688405971663706,-0.3371457287665513,-0.028534099328565307,-0.7516036070242786,-0.29459876369712973
93,0.29054088170050957,-0.2849016371980569,0.012840043429824328,-0.7628999714493819,-0.3154132725822585
94,0.32969073943344007,-0.31074280076956995,-0.04681102646940667,-0.8038854987866161,-0.43417841151506026
95,2.0191510597914526,-0.34533812663795493,-0.06769894320179795,-0.9721723636836721,-0.41213951975433505
96,0.3807253754067255,-0.2934217309843164,0.08574690663999619,-0.7640585729288787,-0.2603160431804445
97,2.0287146132066196,-0.31242809404597255,0.08172999957607509,-0.8900564838242667,-0.2725598719364028
98,0.5492095845788005,-0.21664725950373442,0.34483741226292197,-0.7358176618661189,-0.13053145836727922
99,0.48139643814854627,-1.4302195105430133,0.436623738673524,-0.7432037462979173,-1.9414057689950206
