,FB,AMZN,NFLX,GOOGL,MSFT
0,0.16610026247798085,-2.149350951623156,-2.5403060863985663,-0.920469772661083,-0.5445515602162059
1,-1.5073832440521264,-2.0782409380993725,-2.460369635826532,-0.6552948590410215,-0.12719320590242078
2,-0.9754831856409691,-2.05300835265545,-2.4487206053411605,-0.5938889806276372,-1.5446936796805393
3,0.545714061566931,-1.9614875650063397,-2.3611520313476753,1.5127955735252172,-1.4124603291161826
4,0.6456860197063786,-1.8784868711434914,-3.6070115937878655,-0.3266865144184531,-1.4014408832358192
5,0.6170227310090548,-1.851194482806186,-2.374809515365008,-0.3472516906795403,-1.4087871804893948
6,0.6149254172019335,-1.8435638493602506,-2.3103381569890704,-0.38563036468790346,-1.4577624955132313
7,0.6100316849853177,-1.738935225116895,-2.2155391502805273,-0.3579687543648952,-1.4259285407477373
8,0.02278381899136201,-1.605422546664077,-2.1354018543552975,-0.0885939103816514,-1.2398223436571616
9,1.5615460896611928,-1.607014212536236,-2.1293764937594153,-0.08786978445696593,-1.3928702031066487
10,-0.10095769562879356,-1.6531725228288299,-2.21031717109743,0.033783370890302616,-1.1737056683749825
11,0.05284531689343401,-1.6610372247853777,-2.153477936142943,-0.011546911995047664,-1.1786031998773667
12,0.15701190264712234,-3.5559728596938016,-2.1508669465513943,-1.5768329197257414,-1.190847028633325
13,0.44224658041561576,-1.501917451271658,-2.0078650550757953,0.3967152843429955,-0.9937213856623858
14,2.0342696757650005,-1.3369927786947722,-2.6779930936176246,0.5706503314526048,-0.9582142822701041
15,1.8758421438987298,-1.3605400708622923,-3.224311464763516,0.4999756412032365,-0.9680093452748727
16,0.5897576515164773,-1.2648528637242977,-1.1619044274139658,0.6571109668601296,-0.9055658186194814
17,0.7659320113146646,-1.1520318416095394,-1.0634902043478927,0.7356062170961043,-0.6937475811413909
18,0.4848919611604139,-1.078862025192374,-0.8628456965050237,0.7199650971228848,-0.7108889413997335
19,0.5645898858310231,-0.9845792291180494,-0.9791351560055452,0.5880293536450694,0.4380813581333074
20,2.229559597563729,-0.9233937204441941,-1.1498537062222014,0.6582695683396264,-0.5774312079597803
21,0.9819553334481556,-1.2084423526669186,-1.2548958259437442,0.6491455816885795,-0.6692599236294726
22,0.7855069401811299,-1.021421612688304,-1.2074963225894724,-0.25441874713477675,-0.9729068767772554
23,0.154914588840001,-1.2084423526669186,-1.4720096527486917,-1.0771706227631614,-1.4357236037525043
24,0.4380519528013731,-0.9610787506526516,-1.2418408779859993,1.1044097135312008,-1.028004106179071
25,0.07941129178363643,-1.083075258383382,-1.2651389389567433,-1.1782586018493462,-1.2385979607815651
26,-0.5218186662577936,-1.393356476050029,-1.555561319678255,-1.8690747339999185,-1.8018140835556766
27,-0.2051242813824819,-1.4443834113633436,-1.568214576929607,-1.3106288208819727,-1.4136847119917773
28,-0.1841511433112704,-1.226091118367028,-1.3978977174193432,-1.1905687425690124,-1.2973683388101687
29,-0.4120592436851143,-1.0937019687651455,-1.3914706661170693,-1.1966514003363735,-1.2116615375184554
30,0.03327038802696875,-0.9226447012102379,-1.23621720809651,-0.9278558570928814,-2.9064178319561877
31,0.06403099053141387,-0.8725072262372474,-0.9496108890857241,-1.7639888521772833,-0.8651611837248171
32,-0.11773620608576237,1.01237769523725,-0.9847588258950357,-0.5976544354360049,-0.9459704535141458
33,-0.21211532740622105,-0.8416569965386479,-2.8804644126260825,-0.48049086082178966,-0.8578148864712414
34,-0.07928545295520696,-1.9136872038497441,0.43710303655467886,-0.333348472925566,-1.008413980169537
35,-0.0037821558988404094,-0.7621205166328492,-0.9923909493164861,-0.38910616912639706,-0.9790287911552344
36,0.2968328231218736,-0.6934916293215475,-2.1285676743029684,-0.12566915772558399,-0.6937475811413909
37,0.41148597791117064,-0.5907355531630847,-0.6706366934963877,0.10040295596142892,-1.7910239058548858
38,0.1688966808874773,-0.6374088141790243,-1.7773466445212829,-0.27889420338916887,-0.6766062208830482
39,-0.05062216425788319,-0.6352085701792758,-0.7264717016848946,-0.47571162971885894,-0.7292546845336726
40,-0.21700905962283687,-0.724154604211658,-0.7463553916513053,-0.9465383059497832,-0.8418979090884953
41,-0.16946994666142096,-0.6923212867684899,-0.5322542451442984,-2.5985986844643074,-0.817410251576577
42,0.09479159303585899,-0.5829644786107825,-0.25207497743578666,-0.6083714991213599,-0.7451716619164187
43,0.05144710768868578,-0.5172848545331855,-0.04681102646940667,-0.5194488355699012,-0.7843519139354883
44,0.32619521642157245,1.4265109174122061,-0.1283542398670095,-0.3146660240686643,-0.7182352386533092
45,0.23041788589636755,-0.4507157701152667,-0.21190590679657345,-0.10698670886867895,-0.6484454147443421
46,0.4324591159823821,-0.3241783332786714,0.07811478321854577,0.3486333229438338,-0.39010062799360806
47,0.3996011996708157,-0.2328916141401738,1.3747171337077038,0.4223493420768844,-2.0216630852818245
48,0.1982590741871742,-0.28068840400704886,-0.23440058635453292,1.8031354824879198,-0.6508941804955352
49,0.35975223733551204,-0.26748694000855877,-0.1205212710923632,0.17556722694385044,-0.7194596215289056
50,0.3366817854571792,-0.30812123345072107,-0.12976015733938298,0.20047715875305055,-0.6790549866342396
51,0.42267165154915054,-2.094841008543501,-0.1827833305831441,-0.03399481566031716,-0.6276309058592134
52,-0.4533064152251662,-0.4831576656860243,-0.2826034711215883,-0.5314693259196932,-0.8370003775861109
53,-0.7616115448719925,-0.2885062922614744,-0.20186363913677016,-0.5933096798878889,-2.7479712060791774
54,-2.498503497811326,-0.31027466374834733,-0.22234986516276853,-0.619378213176589,-0.8872000754855422
55,-0.9895196452458384,-0.4832044793881466,0.7785198027797247,-1.2109890936451593,-1.216559069020838
56,-1.3740271765514043,-2.2508155964131897,-0.5344635440294555,-1.5962240855781844,-1.536122999551367
57,-1.3271871681923615,-0.43199028926634414,-0.1446227134758909,-1.1973755262610624,-0.7280303016580761
58,-1.8752851764533867,-0.7073016714476281,-0.539484677859357,-1.8802262732400847,-1.2557393210399077
59,-1.8186577036611122,-1.0145399984763248,-0.8391459448278878,-1.9057155057890383,-1.2655343840446747
60,-1.3460629924564536,-0.9400125846976137,-0.6467360964660558,-1.4428542147296592,-1.0353504034326466
61,-1.6536690175009068,-1.2927538301891925,-0.9492091983793313,-1.7978207430108035,-1.3720556942215183
62,-1.6033334861299944,-1.198845543731846,-0.881323468999061,-1.710201506123782,-1.2263541320256068
